,user_name,register_date,message_count,signiture_text
0,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
1,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
2,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
3,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
4,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
5,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
6,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
7,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
8,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
9,G4TheWin,937,15-05-13,"
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 My Computer 
CPU: Intel core i5 3570  
GPU: Asus strix GTX750Ti  4GB 
RAM: 8 gb kingston(2 slots)ddr3 
Hard disk: Seagate 500gb barracuda ST500DM002 
WD CAVILAR BLUE 500gb WD5000AAKX  
SSD: Sandisk 3d 500gb 
opening system: Windows 10 PRO  
PSU: Antec VP600P (600 Watt) 
mother board/chipets: Gigabyte h61m-s2-b3 
מארזArctic slientium T11  
CPU cooling: Arctic Alpine 11 
monitor: Philips 236VL 
 
 
 
 
 ""Everybody wants to go to heaven, but nobody wants to die"" 
 
 קחו רגע לחשוב על זה לעומק 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
 
 
 
 
 
 
 
 
 
 
 
 
84 קרחות כואבים אח יקר 
כל שישי פוליש ווקס 
המנהלון הכי זקן בדיבורים 
"
0,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
1,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
2,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
3,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
4,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
5,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
6,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
7,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
8,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
9,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
10,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
11,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
12,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
13,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
14,zed main,"1,441",02-08-18,"
Poverty is the lack of many things, but avarice is the lack of everything. 
- Publilius Syrus
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
 .Four wheels move the body,two wheels move the soul 
 
 
 
 
 
 
 
 
 
 
Mess with the best?nah, Rest like the else
 
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
"
0,zed main,"1,441",02-08-18,"
 
 
 
 
 
 
 
 
 
5 3 1 R 
┤┼┼└  
6 4 2 
 
 
 
 
 
 
 
 
 
"
1,zed main,"1,441",02-08-18,"
 
 
 
 
 
 
 
 
 
5 3 1 R 
┤┼┼└  
6 4 2 
 
 
 
 
 
 
 
 
 
"
2,zed main,"1,441",02-08-18,"
 
 
 
 
 
 
 
 
 
5 3 1 R 
┤┼┼└  
6 4 2 
 
 
 
 
 
 
 
 
 
"
3,zed main,"1,441",02-08-18,"
 
 
 
 
 
 
 
 
 
5 3 1 R 
┤┼┼└  
6 4 2 
 
 
 
 
 
 
 
 
 
"
0,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
1,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
2,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
3,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
4,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
5,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
6,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
7,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
8,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
9,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
10,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
11,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
12,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
13,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
14,Jonfast,"1,090",02-10-17,"
 w0nder. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
​​​ 
 
 
 w0nder. 
 
 
 
 
 
 
 
 
 
"
0,greg6,"12,470",07-04-15,"
 
 
 
 
 
 
 
 
"
1,greg6,"12,470",07-04-15,"
 
 
 
 
 
 
 
 
"
2,greg6,"12,470",07-04-15,"
 
 
 
 
 
 
 
 
"
0,מישהו 200,264,04-02-20,"
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
 
 שריון מוסיף המון 
 
 I love dancing with your mom 
 
 I love dancing with your mom 
 
 I love dancing with your mom 
 
 I love dancing with your mom 
"
1,מישהו 200,264,04-02-20,"
 
 
 
 
 
 
 
 
   https://thumbs.gfycat.com/UnitedLikelyAsiantrumpetfish-size_restricted.gif 
 I don't make rap, bitch, I make smooth jazz  
נוב 18 
   
 
 
 שריון מוסיף המון 
 
 I love dancing with your mom 
 
 I love dancing with your mom 
 
 I love dancing with your mom 
 
 I love dancing with your mom 
"
